label,class,image,dataset
4,parking_lot,04391.jpg,train
5,plane,04392.jpg,train
8,stadium,04393.jpg,train
1,harbor,04394.jpg,train
1,harbor,04395.jpg,train
1,harbor,04396.jpg,train
0,car,04397.jpg,train
4,parking_lot,04398.jpg,train
4,parking_lot,04399.jpg,train
4,parking_lot,04400.jpg,train
2,helicopter,04401.jpg,train
1,harbor,04402.jpg,train
1,harbor,04403.jpg,train
0,car,04404.jpg,train
3,oil_gas_field,04405.jpg,train
9,storage_tank,04406.jpg,train
7,ship,04407.jpg,train
1,harbor,04408.jpg,train
3,oil_gas_field,04409.jpg,train
5,plane,04410.jpg,train
7,ship,04411.jpg,train
1,harbor,04412.jpg,train
5,plane,04413.jpg,train
3,oil_gas_field,04414.jpg,train
7,ship,04415.jpg,train
7,ship,04416.jpg,train
5,plane,04417.jpg,train
7,ship,04418.jpg,train
5,plane,04419.jpg,train
4,parking_lot,04420.jpg,train
5,plane,04421.jpg,train
3,oil_gas_field,04422.jpg,train
8,stadium,04423.jpg,train
7,ship,04424.jpg,train
9,storage_tank,04425.jpg,train
4,parking_lot,04426.jpg,train
8,stadium,04427.jpg,train
5,plane,04428.jpg,train
5,plane,04429.jpg,train
9,storage_tank,04430.jpg,train
8,stadium,04431.jpg,train
2,helicopter,04432.jpg,train
0,car,04433.jpg,train
3,oil_gas_field,04434.jpg,train
4,parking_lot,04435.jpg,train
8,stadium,04436.jpg,train
8,stadium,04437.jpg,train
6,runway_mark,04438.jpg,train
6,runway_mark,04439.jpg,train
6,runway_mark,04440.jpg,train
1,harbor,04441.jpg,train
3,oil_gas_field,04442.jpg,train
3,oil_gas_field,04443.jpg,train
9,storage_tank,04444.jpg,train
8,stadium,04445.jpg,train
0,car,04446.jpg,train
7,ship,04447.jpg,train
6,runway_mark,04448.jpg,train
0,car,04449.jpg,train
0,car,04450.jpg,train
3,oil_gas_field,04451.jpg,train
2,helicopter,04452.jpg,train
1,harbor,04453.jpg,train
3,oil_gas_field,04454.jpg,train
5,plane,04455.jpg,train
0,car,04456.jpg,train
0,car,04457.jpg,train
1,harbor,04458.jpg,train
2,helicopter,04459.jpg,train
0,car,04460.jpg,train
9,storage_tank,04461.jpg,train
9,storage_tank,04462.jpg,train
3,oil_gas_field,04463.jpg,train
0,car,04464.jpg,train
3,oil_gas_field,04465.jpg,train
3,oil_gas_field,04466.jpg,train
5,plane,04467.jpg,train
9,storage_tank,04468.jpg,train
8,stadium,04469.jpg,train
4,parking_lot,04470.jpg,train
7,ship,04471.jpg,train
6,runway_mark,04472.jpg,train
9,storage_tank,04473.jpg,train
6,runway_mark,04474.jpg,train
8,stadium,04475.jpg,train
4,parking_lot,04476.jpg,train
6,runway_mark,04477.jpg,train
1,harbor,04478.jpg,train
0,car,04479.jpg,train
5,plane,04480.jpg,train
3,oil_gas_field,04481.jpg,train
0,car,04482.jpg,train
4,parking_lot,04483.jpg,train
6,runway_mark,04484.jpg,train
2,helicopter,04485.jpg,train
7,ship,04486.jpg,train
0,car,04487.jpg,train
1,harbor,04488.jpg,train
5,plane,04489.jpg,train
5,plane,04490.jpg,train
6,runway_mark,04491.jpg,train
2,helicopter,04492.jpg,train
5,plane,04493.jpg,train
8,stadium,04494.jpg,train
2,helicopter,04495.jpg,train
8,stadium,04496.jpg,train
0,car,04497.jpg,train
7,ship,04498.jpg,train
0,car,04499.jpg,train
8,stadium,04500.jpg,train
3,oil_gas_field,04501.jpg,train
5,plane,04502.jpg,train
3,oil_gas_field,04503.jpg,train
6,runway_mark,04504.jpg,train
3,oil_gas_field,04505.jpg,train
2,helicopter,04506.jpg,train
8,stadium,04507.jpg,train
2,helicopter,04508.jpg,train
5,plane,04509.jpg,train
9,storage_tank,04510.jpg,train
9,storage_tank,04511.jpg,train
0,car,04512.jpg,train
9,storage_tank,04513.jpg,train
6,runway_mark,04514.jpg,train
4,parking_lot,04515.jpg,train
1,harbor,04516.jpg,train
7,ship,04517.jpg,train
1,harbor,04518.jpg,train
5,plane,04519.jpg,train
1,harbor,04520.jpg,train
4,parking_lot,04521.jpg,train
3,oil_gas_field,04522.jpg,train
6,runway_mark,04523.jpg,train
3,oil_gas_field,04524.jpg,train
4,parking_lot,04525.jpg,train
1,harbor,04526.jpg,train
4,parking_lot,04527.jpg,train
7,ship,04528.jpg,train
1,harbor,04529.jpg,train
8,stadium,04530.jpg,train
1,harbor,04531.jpg,train
9,storage_tank,04532.jpg,train
6,runway_mark,04533.jpg,train
2,helicopter,04534.jpg,train
0,car,04535.jpg,train
0,car,04536.jpg,train
7,ship,04537.jpg,train
2,helicopter,04538.jpg,train
1,harbor,04539.jpg,train
7,ship,04540.jpg,train
3,oil_gas_field,04541.jpg,train
0,car,04542.jpg,train
4,parking_lot,04543.jpg,train
7,ship,04544.jpg,train
7,ship,04545.jpg,train
3,oil_gas_field,04546.jpg,train
5,plane,04547.jpg,train
4,parking_lot,04548.jpg,train
4,parking_lot,04549.jpg,train
4,parking_lot,04550.jpg,train
9,storage_tank,04551.jpg,train
1,harbor,04552.jpg,train
7,ship,04553.jpg,train
0,car,04554.jpg,train
4,parking_lot,04555.jpg,train
8,stadium,04556.jpg,train
9,storage_tank,04557.jpg,train
7,ship,04558.jpg,train
5,plane,04559.jpg,train
0,car,04560.jpg,train
3,oil_gas_field,04561.jpg,train
7,ship,04562.jpg,train
2,helicopter,04563.jpg,train
5,plane,04564.jpg,train
7,ship,04565.jpg,train
1,harbor,04566.jpg,train
6,runway_mark,04567.jpg,train
7,ship,04568.jpg,train
6,runway_mark,04569.jpg,train
6,runway_mark,04570.jpg,train
2,helicopter,04571.jpg,train
3,oil_gas_field,04572.jpg,train
5,plane,04573.jpg,train
9,storage_tank,04574.jpg,train
9,storage_tank,04575.jpg,train
1,harbor,04576.jpg,train
7,ship,04577.jpg,train
7,ship,04578.jpg,train
2,helicopter,04579.jpg,train
7,ship,04580.jpg,train
4,parking_lot,04581.jpg,train
7,ship,04582.jpg,train
0,car,04583.jpg,train
8,stadium,04584.jpg,train
5,plane,04585.jpg,train
4,parking_lot,04586.jpg,train
6,runway_mark,04587.jpg,train
8,stadium,04588.jpg,train
6,runway_mark,04589.jpg,train
4,parking_lot,04590.jpg,train
8,stadium,04591.jpg,train
6,runway_mark,04592.jpg,train
8,stadium,04593.jpg,train
7,ship,04594.jpg,train
9,storage_tank,04595.jpg,train
6,runway_mark,04596.jpg,train
2,helicopter,04597.jpg,train
5,plane,04598.jpg,train
9,storage_tank,04599.jpg,train
2,helicopter,04600.jpg,train
4,parking_lot,04601.jpg,train
6,runway_mark,04602.jpg,train
5,plane,04603.jpg,train
4,parking_lot,04604.jpg,train
8,stadium,04605.jpg,train
2,helicopter,04606.jpg,train
5,plane,04607.jpg,train
1,harbor,04608.jpg,train
7,ship,04609.jpg,train
9,storage_tank,04610.jpg,train
1,harbor,04611.jpg,train
2,helicopter,04612.jpg,train
7,ship,04613.jpg,train
7,ship,04614.jpg,train
4,parking_lot,04615.jpg,train
1,harbor,04616.jpg,train
2,helicopter,04617.jpg,train
3,oil_gas_field,04618.jpg,train
6,runway_mark,04619.jpg,train
7,ship,04620.jpg,train
0,car,04621.jpg,train
2,helicopter,04622.jpg,train
3,oil_gas_field,04623.jpg,train
9,storage_tank,04624.jpg,train
6,runway_mark,04625.jpg,train
8,stadium,04626.jpg,train
1,harbor,04627.jpg,train
8,stadium,04628.jpg,train
5,plane,04629.jpg,train
7,ship,04630.jpg,train
6,runway_mark,04631.jpg,train
1,harbor,04632.jpg,train
5,plane,04633.jpg,train
2,helicopter,04634.jpg,train
1,harbor,04635.jpg,train
1,harbor,04636.jpg,train
1,harbor,04637.jpg,train
3,oil_gas_field,04638.jpg,train
7,ship,04639.jpg,train
3,oil_gas_field,04640.jpg,train
8,stadium,04641.jpg,train
0,car,04642.jpg,train
8,stadium,04643.jpg,train
0,car,04644.jpg,train
9,storage_tank,04645.jpg,train
9,storage_tank,04646.jpg,train
3,oil_gas_field,04647.jpg,train
4,parking_lot,04648.jpg,train
9,storage_tank,04649.jpg,train
9,storage_tank,04650.jpg,train
3,oil_gas_field,04651.jpg,train
1,harbor,04652.jpg,train
0,car,04653.jpg,train
0,car,04654.jpg,train
3,oil_gas_field,04655.jpg,train
1,harbor,04656.jpg,train
4,parking_lot,04657.jpg,train
7,ship,04658.jpg,train
4,parking_lot,04659.jpg,train
8,stadium,04660.jpg,train
9,storage_tank,04661.jpg,train
7,ship,04662.jpg,train
2,helicopter,04663.jpg,train
5,plane,04664.jpg,train
7,ship,04665.jpg,train
1,harbor,04666.jpg,train
4,parking_lot,04667.jpg,train
0,car,04668.jpg,train
5,plane,04669.jpg,train
2,helicopter,04670.jpg,train
2,helicopter,04671.jpg,train
1,harbor,04672.jpg,train
3,oil_gas_field,04673.jpg,train
3,oil_gas_field,04674.jpg,train
7,ship,04675.jpg,train
9,storage_tank,04676.jpg,train
0,car,04677.jpg,train
5,plane,04678.jpg,train
8,stadium,04679.jpg,train
6,runway_mark,04680.jpg,train
9,storage_tank,04681.jpg,train
6,runway_mark,04682.jpg,train
6,runway_mark,04683.jpg,train
4,parking_lot,04684.jpg,train
7,ship,04685.jpg,train
2,helicopter,04686.jpg,train
5,plane,04687.jpg,train
4,parking_lot,04688.jpg,train
1,harbor,04689.jpg,train
5,plane,04690.jpg,train
0,car,04691.jpg,train
0,car,04692.jpg,train
9,storage_tank,04693.jpg,train
8,stadium,04694.jpg,train
7,ship,04695.jpg,train
3,oil_gas_field,04696.jpg,train
6,runway_mark,04697.jpg,train
5,plane,04698.jpg,train
8,stadium,04699.jpg,train
1,harbor,04700.jpg,train
4,parking_lot,04701.jpg,train
9,storage_tank,04702.jpg,train
7,ship,04703.jpg,train
3,oil_gas_field,04704.jpg,train
1,harbor,04705.jpg,train
5,plane,04706.jpg,train
1,harbor,04707.jpg,train
4,parking_lot,04708.jpg,train
5,plane,04709.jpg,train
4,parking_lot,04710.jpg,train
3,oil_gas_field,04711.jpg,train
7,ship,04712.jpg,train
0,car,04713.jpg,train
0,car,04714.jpg,train
6,runway_mark,04715.jpg,train
0,car,04716.jpg,train
4,parking_lot,04717.jpg,train
0,car,04718.jpg,train
6,runway_mark,04719.jpg,train
9,storage_tank,04720.jpg,train
0,car,04721.jpg,train
5,plane,04722.jpg,train
2,helicopter,04723.jpg,train
4,parking_lot,04724.jpg,train
2,helicopter,04725.jpg,train
0,car,04726.jpg,train
6,runway_mark,04727.jpg,train
7,ship,04728.jpg,train
7,ship,04729.jpg,train
9,storage_tank,04730.jpg,train
5,plane,04731.jpg,train
7,ship,04732.jpg,train
9,storage_tank,04733.jpg,train
2,helicopter,04734.jpg,train
4,parking_lot,04735.jpg,train
0,car,04736.jpg,train
4,parking_lot,04737.jpg,train
6,runway_mark,04738.jpg,train
0,car,04739.jpg,train
0,car,04740.jpg,train
7,ship,04741.jpg,train
1,harbor,04742.jpg,train
9,storage_tank,04743.jpg,train
9,storage_tank,04744.jpg,train
0,car,04745.jpg,train
2,helicopter,04746.jpg,train
4,parking_lot,04747.jpg,train
5,plane,04748.jpg,train
4,parking_lot,04749.jpg,train
3,oil_gas_field,04750.jpg,train
6,runway_mark,04751.jpg,train
9,storage_tank,04752.jpg,train
8,stadium,04753.jpg,train
4,parking_lot,04754.jpg,train
5,plane,04755.jpg,train
0,car,04756.jpg,train
1,harbor,04757.jpg,train
2,helicopter,04758.jpg,train
8,stadium,04759.jpg,train
1,harbor,04760.jpg,train
1,harbor,04761.jpg,train
2,helicopter,04762.jpg,train
5,plane,04763.jpg,train
8,stadium,04764.jpg,train
1,harbor,04765.jpg,train
1,harbor,04766.jpg,train
4,parking_lot,04767.jpg,train
5,plane,04768.jpg,train
9,storage_tank,04769.jpg,train
6,runway_mark,04770.jpg,train
9,storage_tank,04771.jpg,train
8,stadium,04772.jpg,train
3,oil_gas_field,04773.jpg,train
3,oil_gas_field,04774.jpg,train
5,plane,04775.jpg,train
2,helicopter,04776.jpg,train
4,parking_lot,04777.jpg,train
9,storage_tank,04778.jpg,train
6,runway_mark,04779.jpg,train
5,plane,04780.jpg,train
9,storage_tank,04781.jpg,train
2,helicopter,04782.jpg,train
0,car,04783.jpg,train
9,storage_tank,04784.jpg,train
2,helicopter,04785.jpg,train
1,harbor,04786.jpg,train
9,storage_tank,04787.jpg,train
1,harbor,04788.jpg,train
9,storage_tank,04789.jpg,train
5,plane,04790.jpg,train
3,oil_gas_field,04791.jpg,train
0,car,04792.jpg,train
9,storage_tank,04793.jpg,train
9,storage_tank,04794.jpg,train
3,oil_gas_field,04795.jpg,train
8,stadium,04796.jpg,train
2,helicopter,04797.jpg,train
8,stadium,04798.jpg,train
0,car,04799.jpg,train
7,ship,04800.jpg,train
6,runway_mark,04801.jpg,train
7,ship,04802.jpg,train
3,oil_gas_field,04803.jpg,train
6,runway_mark,04804.jpg,train
5,plane,04805.jpg,train
5,plane,04806.jpg,train
6,runway_mark,04807.jpg,train
1,harbor,04808.jpg,train
0,car,04809.jpg,train
4,parking_lot,04810.jpg,train
4,parking_lot,04811.jpg,train
5,plane,04812.jpg,train
1,harbor,04813.jpg,train
7,ship,04814.jpg,train
2,helicopter,04815.jpg,train
1,harbor,04816.jpg,train
7,ship,04817.jpg,train
8,stadium,04818.jpg,train
5,plane,04819.jpg,train
8,stadium,04820.jpg,train
4,parking_lot,04821.jpg,train
2,helicopter,04822.jpg,train
8,stadium,04823.jpg,train
2,helicopter,04824.jpg,train
9,storage_tank,04825.jpg,train
7,ship,04826.jpg,train
3,oil_gas_field,04827.jpg,train
4,parking_lot,04828.jpg,train
4,parking_lot,04829.jpg,train
5,plane,04830.jpg,train
4,parking_lot,04831.jpg,train
0,car,04832.jpg,train
5,plane,04833.jpg,train
1,harbor,04834.jpg,train
7,ship,04835.jpg,train
8,stadium,04836.jpg,train
3,oil_gas_field,04837.jpg,train
0,car,04838.jpg,train
9,storage_tank,04839.jpg,train
2,helicopter,04840.jpg,train
1,harbor,04841.jpg,train
3,oil_gas_field,04842.jpg,train
3,oil_gas_field,04843.jpg,train
1,harbor,04844.jpg,train
0,car,04845.jpg,train
9,storage_tank,04846.jpg,train
9,storage_tank,04847.jpg,train
3,oil_gas_field,04848.jpg,train
5,plane,04849.jpg,train
5,plane,04850.jpg,train
6,runway_mark,04851.jpg,train
0,car,04852.jpg,train
7,ship,04853.jpg,train
2,helicopter,04854.jpg,train
0,car,04855.jpg,train
9,storage_tank,04856.jpg,train
8,stadium,04857.jpg,train
4,parking_lot,04858.jpg,train
2,helicopter,04859.jpg,train
5,plane,04860.jpg,train
3,oil_gas_field,04861.jpg,train
7,ship,04862.jpg,train
3,oil_gas_field,04863.jpg,train
1,harbor,04864.jpg,train
7,ship,04865.jpg,train
4,parking_lot,04866.jpg,train
1,harbor,04867.jpg,train
6,runway_mark,04868.jpg,train
4,parking_lot,04869.jpg,train
7,ship,04870.jpg,train
7,ship,04871.jpg,train
6,runway_mark,04872.jpg,train
5,plane,04873.jpg,train
1,harbor,04874.jpg,train
4,parking_lot,04875.jpg,train
8,stadium,04876.jpg,train
6,runway_mark,04877.jpg,train
4,parking_lot,04878.jpg,train
8,stadium,04879.jpg,train
0,car,04880.jpg,train
7,ship,04881.jpg,train
0,car,04882.jpg,train
3,oil_gas_field,04883.jpg,train
6,runway_mark,04884.jpg,train
5,plane,04885.jpg,train
7,ship,04886.jpg,train
1,harbor,04887.jpg,train
5,plane,04888.jpg,train
4,parking_lot,04889.jpg,train
5,plane,04890.jpg,train
1,harbor,04891.jpg,train
7,ship,04892.jpg,train
4,parking_lot,04893.jpg,train
2,helicopter,04894.jpg,train
7,ship,04895.jpg,train
1,harbor,04896.jpg,train
2,helicopter,04897.jpg,train
4,parking_lot,04898.jpg,train
5,plane,04899.jpg,train
8,stadium,04900.jpg,train
6,runway_mark,04901.jpg,train
1,harbor,04902.jpg,train
4,parking_lot,04903.jpg,train
5,plane,04904.jpg,train
3,oil_gas_field,04905.jpg,train
8,stadium,04906.jpg,train
6,runway_mark,04907.jpg,train
0,car,04908.jpg,train
1,harbor,04909.jpg,train
1,harbor,04910.jpg,train
1,harbor,04911.jpg,train
7,ship,04912.jpg,train
3,oil_gas_field,04913.jpg,train
9,storage_tank,04914.jpg,train
4,parking_lot,04915.jpg,train
5,plane,04916.jpg,train
0,car,04917.jpg,train
6,runway_mark,04918.jpg,train
1,harbor,04919.jpg,train
3,oil_gas_field,04920.jpg,train
3,oil_gas_field,04921.jpg,train
7,ship,04922.jpg,train
9,storage_tank,04923.jpg,train
2,helicopter,04924.jpg,train
6,runway_mark,04925.jpg,train
9,storage_tank,04926.jpg,train
1,harbor,04927.jpg,train
8,stadium,04928.jpg,train
3,oil_gas_field,04929.jpg,train
5,plane,04930.jpg,train
3,oil_gas_field,04931.jpg,train
6,runway_mark,04932.jpg,train
9,storage_tank,04933.jpg,train
0,car,04934.jpg,train
7,ship,04935.jpg,train
6,runway_mark,04936.jpg,train
0,car,04937.jpg,train
5,plane,04938.jpg,train
3,oil_gas_field,04939.jpg,train
8,stadium,04940.jpg,train
9,storage_tank,04941.jpg,train
4,parking_lot,04942.jpg,train
0,car,04943.jpg,train
2,helicopter,04944.jpg,train
9,storage_tank,04945.jpg,train
1,harbor,04946.jpg,train
4,parking_lot,04947.jpg,train
8,stadium,04948.jpg,train
6,runway_mark,04949.jpg,train
7,ship,04950.jpg,train
7,ship,04951.jpg,train
4,parking_lot,04952.jpg,train
4,parking_lot,04953.jpg,train
8,stadium,04954.jpg,train
1,harbor,04955.jpg,train
9,storage_tank,04956.jpg,train
2,helicopter,04957.jpg,train
2,helicopter,04958.jpg,train
4,parking_lot,04959.jpg,train
3,oil_gas_field,04960.jpg,train
8,stadium,04961.jpg,train
9,storage_tank,04962.jpg,train
8,stadium,04963.jpg,train
7,ship,04964.jpg,train
5,plane,04965.jpg,train
5,plane,04966.jpg,train
2,helicopter,04967.jpg,train
6,runway_mark,04968.jpg,train
6,runway_mark,04969.jpg,train
9,storage_tank,04970.jpg,train
3,oil_gas_field,04971.jpg,train
0,car,04972.jpg,train
4,parking_lot,04973.jpg,train
0,car,04974.jpg,train
8,stadium,04975.jpg,train
2,helicopter,04976.jpg,train
2,helicopter,04977.jpg,train
6,runway_mark,04978.jpg,train
1,harbor,04979.jpg,train
9,storage_tank,04980.jpg,train
9,storage_tank,04981.jpg,train
0,car,04982.jpg,train
0,car,04983.jpg,train
7,ship,04984.jpg,train
7,ship,04985.jpg,train
3,oil_gas_field,04986.jpg,train
9,storage_tank,04987.jpg,train
0,car,04988.jpg,train
7,ship,04989.jpg,train
4,parking_lot,04990.jpg,train
5,plane,04991.jpg,train
1,harbor,04992.jpg,train
0,car,04993.jpg,train
0,car,04994.jpg,train
4,parking_lot,04995.jpg,train
2,helicopter,04996.jpg,train
2,helicopter,04997.jpg,train
4,parking_lot,04998.jpg,train
8,stadium,04999.jpg,train
2,helicopter,05000.jpg,train
4,parking_lot,05001.jpg,train
8,stadium,05002.jpg,train
0,car,05003.jpg,train
4,parking_lot,05004.jpg,train
0,car,05005.jpg,train
4,parking_lot,05006.jpg,train
8,stadium,05007.jpg,train
3,oil_gas_field,05008.jpg,train
0,car,05009.jpg,train
0,car,05010.jpg,train
3,oil_gas_field,05011.jpg,train
2,helicopter,05012.jpg,train
8,stadium,05013.jpg,train
3,oil_gas_field,05014.jpg,train
6,runway_mark,05015.jpg,train
1,harbor,05016.jpg,train
8,stadium,05017.jpg,train
6,runway_mark,05018.jpg,train
5,plane,05019.jpg,train
4,parking_lot,05020.jpg,train
0,car,05021.jpg,train
6,runway_mark,05022.jpg,train
3,oil_gas_field,05023.jpg,train
9,storage_tank,05024.jpg,train
0,car,05025.jpg,train
3,oil_gas_field,05026.jpg,train
2,helicopter,05027.jpg,train
9,storage_tank,05028.jpg,train
3,oil_gas_field,05029.jpg,train
0,car,05030.jpg,train
4,parking_lot,05031.jpg,train
5,plane,05032.jpg,train
2,helicopter,05033.jpg,train
8,stadium,05034.jpg,train
5,plane,05035.jpg,train
1,harbor,05036.jpg,train
1,harbor,05037.jpg,train
5,plane,05038.jpg,train
4,parking_lot,05039.jpg,train
1,harbor,05040.jpg,train
7,ship,05041.jpg,train
4,parking_lot,05042.jpg,train
0,car,05043.jpg,train
9,storage_tank,05044.jpg,train
4,parking_lot,05045.jpg,train
8,stadium,05046.jpg,train
6,runway_mark,05047.jpg,train
0,car,05048.jpg,train
4,parking_lot,05049.jpg,train
0,car,05050.jpg,train
9,storage_tank,05051.jpg,train
1,harbor,05052.jpg,train
3,oil_gas_field,05053.jpg,train
5,plane,05054.jpg,train
0,car,05055.jpg,train
9,storage_tank,05056.jpg,train
5,plane,05057.jpg,train
4,parking_lot,05058.jpg,train
7,ship,05059.jpg,train
5,plane,05060.jpg,train
4,parking_lot,05061.jpg,train
9,storage_tank,05062.jpg,train
1,harbor,05063.jpg,train
6,runway_mark,05064.jpg,train
9,storage_tank,05065.jpg,train
9,storage_tank,05066.jpg,train
0,car,05067.jpg,train
7,ship,05068.jpg,train
6,runway_mark,05069.jpg,train
2,helicopter,05070.jpg,train
6,runway_mark,05071.jpg,train
4,parking_lot,05072.jpg,train
0,car,05073.jpg,train
7,ship,05074.jpg,train
4,parking_lot,05075.jpg,train
2,helicopter,05076.jpg,train
4,parking_lot,05077.jpg,train
4,parking_lot,05078.jpg,train
5,plane,05079.jpg,train
0,car,05080.jpg,train
8,stadium,05081.jpg,train
7,ship,05082.jpg,train
4,parking_lot,05083.jpg,train
3,oil_gas_field,05084.jpg,train
5,plane,05085.jpg,train
9,storage_tank,05086.jpg,train
8,stadium,05087.jpg,train
0,car,05088.jpg,train
6,runway_mark,05089.jpg,train
8,stadium,05090.jpg,train
1,harbor,05091.jpg,train
2,helicopter,05092.jpg,train
4,parking_lot,05093.jpg,train
3,oil_gas_field,05094.jpg,train
2,helicopter,05095.jpg,train
8,stadium,05096.jpg,train
9,storage_tank,05097.jpg,train
7,ship,05098.jpg,train
0,car,05099.jpg,train
7,ship,05100.jpg,train
6,runway_mark,05101.jpg,train
4,parking_lot,05102.jpg,train
9,storage_tank,05103.jpg,train
6,runway_mark,05104.jpg,train
2,helicopter,05105.jpg,train
7,ship,05106.jpg,train
1,harbor,05107.jpg,train
2,helicopter,05108.jpg,train
7,ship,05109.jpg,train
1,harbor,05110.jpg,train
6,runway_mark,05111.jpg,train
9,storage_tank,05112.jpg,train
8,stadium,05113.jpg,train
8,stadium,05114.jpg,train
6,runway_mark,05115.jpg,train
7,ship,05116.jpg,train
2,helicopter,05117.jpg,train
0,car,05118.jpg,train
3,oil_gas_field,05119.jpg,train
7,ship,05120.jpg,train
0,car,05121.jpg,train
8,stadium,05122.jpg,train
3,oil_gas_field,05123.jpg,train
5,plane,05124.jpg,train
8,stadium,05125.jpg,train
0,car,05126.jpg,train
1,harbor,05127.jpg,train
5,plane,05128.jpg,train
7,ship,05129.jpg,train
4,parking_lot,05130.jpg,train
7,ship,05131.jpg,train
9,storage_tank,05132.jpg,train
6,runway_mark,05133.jpg,train
7,ship,05134.jpg,train
0,car,05135.jpg,train
1,harbor,05136.jpg,train
8,stadium,05137.jpg,train
7,ship,05138.jpg,train
7,ship,05139.jpg,train
7,ship,05140.jpg,train
9,storage_tank,05141.jpg,train
3,oil_gas_field,05142.jpg,train
3,oil_gas_field,05143.jpg,train
2,helicopter,05144.jpg,train
5,plane,05145.jpg,train
9,storage_tank,05146.jpg,train
6,runway_mark,05147.jpg,train
2,helicopter,05148.jpg,train
6,runway_mark,05149.jpg,train
9,storage_tank,05150.jpg,train
6,runway_mark,05151.jpg,train
4,parking_lot,05152.jpg,train
5,plane,05153.jpg,train
1,harbor,05154.jpg,train
6,runway_mark,05155.jpg,train
2,helicopter,05156.jpg,train
9,storage_tank,05157.jpg,train
1,harbor,05158.jpg,train
9,storage_tank,05159.jpg,train
0,car,05160.jpg,train
1,harbor,05161.jpg,train
7,ship,05162.jpg,train
5,plane,05163.jpg,train
5,plane,05164.jpg,train
4,parking_lot,05165.jpg,train
0,car,05166.jpg,train
9,storage_tank,05167.jpg,train
1,harbor,05168.jpg,train
8,stadium,05169.jpg,train
1,harbor,05170.jpg,train
1,harbor,05171.jpg,train
8,stadium,05172.jpg,train
6,runway_mark,05173.jpg,train
4,parking_lot,05174.jpg,train
9,storage_tank,05175.jpg,train
7,ship,05176.jpg,train
5,plane,05177.jpg,train
4,parking_lot,05178.jpg,train
6,runway_mark,05179.jpg,train
1,harbor,05180.jpg,train
1,harbor,05181.jpg,train
8,stadium,05182.jpg,train
8,stadium,05183.jpg,train
3,oil_gas_field,05184.jpg,train
9,storage_tank,05185.jpg,train
5,plane,05186.jpg,train
4,parking_lot,05187.jpg,train
6,runway_mark,05188.jpg,train
0,car,05189.jpg,train
8,stadium,05190.jpg,train
3,oil_gas_field,05191.jpg,train
8,stadium,05192.jpg,train
8,stadium,05193.jpg,train
7,ship,05194.jpg,train
7,ship,05195.jpg,train
0,car,05196.jpg,train
3,oil_gas_field,05197.jpg,train
8,stadium,05198.jpg,train
6,runway_mark,05199.jpg,train
9,storage_tank,05200.jpg,train
9,storage_tank,05201.jpg,train
3,oil_gas_field,05202.jpg,train
8,stadium,05203.jpg,train
9,storage_tank,05204.jpg,train
3,oil_gas_field,05205.jpg,train
2,helicopter,05206.jpg,train
3,oil_gas_field,05207.jpg,train
2,helicopter,05208.jpg,train
4,parking_lot,05209.jpg,train
2,helicopter,05210.jpg,train
9,storage_tank,05211.jpg,train
0,car,05212.jpg,train
6,runway_mark,05213.jpg,train
1,harbor,05214.jpg,train
8,stadium,05215.jpg,train
6,runway_mark,05216.jpg,train
5,plane,05217.jpg,train
7,ship,05218.jpg,train
9,storage_tank,05219.jpg,train
8,stadium,05220.jpg,train
3,oil_gas_field,05221.jpg,train
9,storage_tank,05222.jpg,train
4,parking_lot,05223.jpg,train
8,stadium,05224.jpg,train
4,parking_lot,05225.jpg,train
0,car,05226.jpg,train
3,oil_gas_field,05227.jpg,train
5,plane,05228.jpg,train
1,harbor,05229.jpg,train
5,plane,05230.jpg,train
3,oil_gas_field,05231.jpg,train
7,ship,05232.jpg,train
7,ship,05233.jpg,train
0,car,05234.jpg,train
7,ship,05235.jpg,train
7,ship,05236.jpg,train
7,ship,05237.jpg,train
5,plane,05238.jpg,train
1,harbor,05239.jpg,train
7,ship,05240.jpg,train
5,plane,05241.jpg,train
7,ship,05242.jpg,train
8,stadium,05243.jpg,train
6,runway_mark,05244.jpg,train
8,stadium,05245.jpg,train
5,plane,05246.jpg,train
3,oil_gas_field,05247.jpg,train
2,helicopter,05248.jpg,train
9,storage_tank,05249.jpg,train
4,parking_lot,05250.jpg,train
4,parking_lot,05251.jpg,train
4,parking_lot,05252.jpg,train
1,harbor,05253.jpg,train
1,harbor,05254.jpg,train
4,parking_lot,05255.jpg,train
8,stadium,05256.jpg,train
3,oil_gas_field,05257.jpg,train
9,storage_tank,05258.jpg,train
0,car,05259.jpg,train
0,car,05260.jpg,train
3,oil_gas_field,05261.jpg,train
2,helicopter,05262.jpg,train
2,helicopter,05263.jpg,train
5,plane,05264.jpg,train
8,stadium,05265.jpg,train
5,plane,05266.jpg,train
7,ship,05267.jpg,train
7,ship,05268.jpg,train
3,oil_gas_field,05269.jpg,train
3,oil_gas_field,05270.jpg,train
9,storage_tank,05271.jpg,train
5,plane,05272.jpg,train
0,car,05273.jpg,train
9,storage_tank,05274.jpg,train
0,car,05275.jpg,train
0,car,05276.jpg,train
5,plane,05277.jpg,train
7,ship,05278.jpg,train
5,plane,05279.jpg,train
3,oil_gas_field,05280.jpg,train
8,stadium,05281.jpg,train
0,car,05282.jpg,train
6,runway_mark,05283.jpg,train
1,harbor,05284.jpg,train
